whiskey_name,brand,type,age,abv,region,cask_type,bottling_type,retail_price_usd,is_limited_edition,release_year,average_rating,award_wins,rating_category,category
Jack Daniel's 27 Port Cask,Jack Daniel's,Japanese,27,47.5,Honshu,Port,Single Malt,321.79,False,2018,94.9,1,High,Luxury
Highland Park 13 Tequila Cask,Highland Park,Bourbon,13,58.6,Kentucky,Tequila,Blended,392.7,False,1996,88.7,0,Medium,Luxury
Balvenie 4 Bourbon Cask,Balvenie,Irish,4,50.8,Dublin,Bourbon,Single Cask,547.36,False,2025,86.0,2,Medium,Luxury
Macallan 5 Tequila Cask,Macallan,Irish,5,46.9,Cork,Tequila,Cask Strength,64.22,False,1999,90.2,0,High,Standard
Glenfiddich 18 Port Cask,Glenfiddich,Irish,18,49.2,Dublin,Port,Cask Strength,231.2,False,2025,90.4,1,High,Exclusive
Yamazaki 4 Bourbon Cask,Yamazaki,Bourbon,4,42.7,Kentucky,Bourbon,Single Cask,297.94,False,2021,87.8,1,Medium,Luxury
Highland Park 10 Bourbon Cask,Highland Park,Rye,10,40.6,USA,Bourbon,Cask Strength,189.05,False,1998,91.6,3,High,Exclusive
Balvenie 22 Sherry Cask,Balvenie,Japanese,22,56.2,Honshu,Sherry,Blended,268.64,False,2006,95.7,2,Excellent,Exclusive
Macallan 4 Port Cask,Macallan,Japanese,4,52.6,Hokkaido,Port,Single Cask,77.19,False,2003,87.5,2,Medium,Standard
Jameson 5 Rum Cask,Jameson,Irish,5,48.4,Dublin,Rum,Single Malt,524.21,True,2003,91.5,4,High,Luxury
Highland Park 11 Bourbon Cask,Highland Park,Rye,11,54.0,Canada,Bourbon,Single Cask,152.15,False,2020,87.6,1,Medium,Exclusive
Buffalo Trace 8 Port Cask,Buffalo Trace,Bourbon,8,47.3,Tennessee,Port,Cask Strength,321.72,False,2011,88.3,1,Medium,Luxury
Highland Park 20 Bourbon Cask,Highland Park,Japanese,20,53.7,Hokkaido,Bourbon,Single Malt,142.67,False,2017,94.0,2,High,Exclusive
Yamazaki 18 Bourbon Cask,Yamazaki,Scotch,18,53.9,Speyside,Bourbon,Cask Strength,102.84,False,1997,90.4,1,High,Premium
Balvenie 29 Rum Cask,Balvenie,Rye,29,57.8,Canada,Rum,Blended,157.51,False,2013,96.5,2,Excellent,Exclusive
Glenfiddich 19 Tequila Cask,Glenfiddich,Irish,19,50.2,Dublin,Tequila,Single Malt,226.49,False,2006,89.6,0,Medium,Exclusive
Buffalo Trace NAS Wine Cask,Buffalo Trace,Japanese,0,43.9,Hokkaido,Wine,Blended,154.28,False,1997,86.2,2,Medium,Exclusive
Lagavulin 25 Sherry Cask,Lagavulin,Scotch,25,46.7,Speyside,Sherry,Cask Strength,235.27,False,2020,93.4,0,High,Exclusive
Jack Daniel's NAS Bourbon Cask,Jack Daniel's,Japanese,0,59.0,Hokkaido,Bourbon,Single Cask,243.33,False,2020,89.6,1,Medium,Exclusive
Buffalo Trace 24 Port Cask,Buffalo Trace,Japanese,24,51.8,Honshu,Port,Blended,259.42,True,2004,94.0,1,High,Exclusive
Highland Park 8 Bourbon Cask,Highland Park,Scotch,8,52.5,Lowlands,Bourbon,Cask Strength,97.0,False,2023,85.1,0,Medium,Premium
Jack Daniel's 11 Wine Cask,Jack Daniel's,Bourbon,11,56.7,Kentucky,Wine,Cask Strength,363.73,False,1990,90.5,0,High,Luxury
Ardbeg 13 Wine Cask,Ardbeg,Rye,13,57.3,USA,Wine,Single Cask,100.34,False,2001,89.7,1,Medium,Premium
Glenfiddich 18 Wine Cask,Glenfiddich,Rye,18,49.9,USA,Wine,Blended,145.13,False,1999,93.9,2,High,Exclusive
Jameson NAS Wine Cask,Jameson,Bourbon,0,50.9,Tennessee,Wine,Single Cask,368.71,False,1992,89.0,1,Medium,Luxury
Glenfiddich 8 Port Cask,Glenfiddich,Rye,8,46.3,Canada,Port,Cask Strength,79.55,False,2006,86.9,0,Medium,Standard
Ardbeg 15 Wine Cask,Ardbeg,Bourbon,15,49.6,Kentucky,Wine,Cask Strength,262.98,False,2020,90.2,1,High,Exclusive
Jack Daniel's 4 Sherry Cask,Jack Daniel's,Irish,4,41.5,Cork,Sherry,Blended,125.47,False,1990,89.2,2,Medium,Premium
Jack Daniel's 6 Bourbon Cask,Jack Daniel's,Japanese,6,54.5,Hokkaido,Bourbon,Blended,294.61,False,2020,84.7,2,Low,Luxury
Yamazaki 27 Rum Cask,Yamazaki,Bourbon,27,50.5,Tennessee,Rum,Cask Strength,100.13,False,2004,97.3,4,Excellent,Premium
Lagavulin 6 Port Cask,Lagavulin,Japanese,6,51.0,Hokkaido,Port,Blended,141.54,False,2025,90.5,4,High,Exclusive
Jameson 20 Sherry Cask,Jameson,Rye,20,58.1,Canada,Sherry,Single Cask,264.09,False,2017,92.5,0,High,Exclusive
Glenfiddich 5 Rum Cask,Glenfiddich,Rye,5,43.6,Canada,Rum,Single Malt,482.49,False,2024,87.1,1,Medium,Luxury
Ardbeg 12 Bourbon Cask,Ardbeg,Rye,12,55.9,Canada,Bourbon,Single Cask,224.16,False,1998,89.4,2,Medium,Exclusive
Balvenie 10 Sherry Cask,Balvenie,Scotch,10,47.5,Speyside,Sherry,Blended,54.78,False,1999,88.5,1,Medium,Standard
Jameson 23 Sherry Cask,Jameson,Japanese,23,41.5,Honshu,Sherry,Cask Strength,27.53,False,1995,94.6,2,High,Basic
Lagavulin NAS Bourbon Cask,Lagavulin,Japanese,0,55.2,Honshu,Bourbon,Cask Strength,342.25,False,2023,86.9,1,Medium,Luxury
Balvenie 7 Tequila Cask,Balvenie,Scotch,7,54.8,Speyside,Tequila,Single Cask,71.72,True,2021,87.1,1,Medium,Standard
Ardbeg NAS Wine Cask,Ardbeg,Rye,0,51.3,USA,Wine,Blended,438.15,False,1996,88.0,0,Medium,Luxury
Jameson 5 Sherry Cask,Jameson,Irish,5,58.0,Dublin,Sherry,Single Cask,225.09,False,2009,88.8,3,Medium,Exclusive
Balvenie 22 Port Cask,Balvenie,Japanese,22,42.3,Honshu,Port,Cask Strength,238.48,False,1994,92.3,1,High,Exclusive
Lagavulin NAS Tequila Cask,Lagavulin,Irish,0,45.9,Cork,Tequila,Single Malt,49.28,True,2012,85.4,1,Medium,Luxury
Jameson 21 Bourbon Cask,Jameson,Japanese,21,47.9,Hokkaido,Bourbon,Cask Strength,396.51,False,1994,93.8,0,High,Luxury
Ardbeg 13 Bourbon Cask,Ardbeg,Rye,13,43.8,USA,Bourbon,Single Malt,398.36,False,2000,93.0,2,High,Luxury
Highland Park 14 Bourbon Cask,Highland Park,Japanese,14,50.5,Honshu,Bourbon,Blended,408.54,False,2025,89.9,2,Medium,Luxury
Buffalo Trace 30 Wine Cask,Buffalo Trace,Irish,30,43.4,Cork,Wine,Cask Strength,197.02,False,2019,98.2,2,Excellent,Exclusive
Buffalo Trace 24 Port Cask,Buffalo Trace,Irish,24,51.0,Dublin,Port,Single Cask,314.22,False,2010,93.7,0,High,Luxury
Yamazaki NAS Wine Cask,Yamazaki,Scotch,0,46.4,Lowlands,Wine,Single Cask,535.41,True,2022,83.7,0,Low,Luxury
Buffalo Trace 15 Rum Cask,Buffalo Trace,Japanese,15,57.7,Honshu,Rum,Single Malt,137.04,True,2008,88.2,1,Medium,Exclusive
Jack Daniel's 20 Wine Cask,Jack Daniel's,Irish,20,55.3,Dublin,Wine,Blended,370.44,False,1990,92.0,2,High,Luxury
Lagavulin 27 Rum Cask,Lagavulin,Bourbon,27,53.1,Tennessee,Rum,Cask Strength,412.75,False,2022,99.0,2,Excellent,Luxury
Jameson 29 Bourbon Cask,Jameson,Japanese,29,59.8,Honshu,Bourbon,Blended,284.26,False,2002,95.3,1,Excellent,Luxury
Buffalo Trace 30 Port Cask,Buffalo Trace,Irish,30,42.6,Dublin,Port,Blended,216.47,False,2003,95.9,1,Excellent,Exclusive
Balvenie NAS Bourbon Cask,Balvenie,Scotch,0,42.5,Islay,Bourbon,Blended,146.03,False,1996,87.5,2,Medium,Exclusive
Glenfiddich 8 Tequila Cask,Glenfiddich,Japanese,8,47.3,Honshu,Tequila,Blended,219.55,False,1999,93.7,3,High,Exclusive
Yamazaki 10 Wine Cask,Yamazaki,Scotch,10,41.8,Islay,Wine,Single Malt,299.95,True,2007,92.5,2,High,Luxury
Ardbeg 11 Bourbon Cask,Ardbeg,Rye,11,41.8,Canada,Bourbon,Single Malt,410.16,False,2011,89.0,2,Medium,Luxury
Ardbeg 12 Port Cask,Ardbeg,Bourbon,12,47.8,Tennessee,Port,Cask Strength,440.59,False,1996,90.9,2,High,Luxury
Lagavulin 7 Sherry Cask,Lagavulin,Scotch,7,42.1,Islay,Sherry,Single Malt,475.56,False,1998,88.1,2,Medium,Luxury
Macallan 9 Rum Cask,Macallan,Rye,9,42.0,USA,Rum,Blended,492.43,False,2019,90.3,3,High,Luxury
Jameson 11 Bourbon Cask,Jameson,Rye,11,40.9,USA,Bourbon,Blended,525.87,False,1993,90.1,1,High,Luxury
Balvenie 22 Tequila Cask,Balvenie,Rye,22,46.1,Canada,Tequila,Blended,403.32,False,2020,102.1,6,Excellent,Luxury
Buffalo Trace 29 Port Cask,Buffalo Trace,Rye,29,44.2,USA,Port,Blended,245.84,False,2008,95.5,1,Excellent,Exclusive
Macallan 20 Port Cask,Macallan,Irish,20,55.7,Dublin,Port,Blended,356.92,False,2010,96.0,2,Excellent,Luxury
Yamazaki 3 Sherry Cask,Yamazaki,Bourbon,3,43.3,Tennessee,Sherry,Cask Strength,321.61,False,2020,91.5,3,High,Luxury
Jack Daniel's 5 Port Cask,Jack Daniel's,Bourbon,5,46.5,Tennessee,Port,Blended,203.97,False,2014,89.1,3,Medium,Exclusive
Macallan 22 Bourbon Cask,Macallan,Japanese,22,57.5,Honshu,Bourbon,Blended,307.11,True,1994,93.4,1,High,Luxury
Yamazaki 3 Wine Cask,Yamazaki,Bourbon,3,58.5,Tennessee,Wine,Blended,277.16,False,2022,89.0,2,Medium,Exclusive
Lagavulin 10 Bourbon Cask,Lagavulin,Bourbon,10,51.7,Kentucky,Bourbon,Single Cask,273.42,True,2002,90.1,3,High,Exclusive
Highland Park NAS Wine Cask,Highland Park,Rye,0,50.1,Canada,Wine,Blended,40.52,True,2004,86.8,1,Medium,Basic
Highland Park 20 Bourbon Cask,Highland Park,Japanese,20,55.5,Hokkaido,Bourbon,Blended,80.28,False,2001,90.5,1,High,Standard
Balvenie 14 Rum Cask,Balvenie,Bourbon,14,50.8,Tennessee,Rum,Blended,275.33,False,2023,88.5,0,Medium,Exclusive
Jack Daniel's NAS Port Cask,Jack Daniel's,Japanese,0,59.0,Honshu,Port,Blended,134.16,False,2002,86.3,1,Medium,Exclusive
Yamazaki 14 Wine Cask,Yamazaki,Irish,14,44.1,Dublin,Wine,Single Malt,420.62,False,2021,94.3,2,High,Luxury
Buffalo Trace 14 Bourbon Cask,Buffalo Trace,Rye,14,40.1,Canada,Bourbon,Single Malt,123.8,False,2018,90.5,2,High,Premium
Lagavulin 9 Rum Cask,Lagavulin,Rye,9,57.7,USA,Rum,Blended,480.83,False,2011,91.5,2,High,Luxury
Buffalo Trace NAS Rum Cask,Buffalo Trace,Rye,0,58.2,Canada,Rum,Single Cask,158.58,False,2014,84.4,1,Low,Exclusive
Buffalo Trace 28 Rum Cask,Buffalo Trace,Irish,28,47.4,Cork,Rum,Single Cask,71.45,False,2004,94.4,2,High,Standard
Buffalo Trace 23 Port Cask,Buffalo Trace,Rye,23,42.3,USA,Port,Single Cask,239.64,False,2004,95.2,3,Excellent,Exclusive
Jack Daniel's 27 Port Cask,Jack Daniel's,Japanese,27,57.5,Honshu,Port,Blended,211.39,False,2009,92.9,0,High,Exclusive
Highland Park 22 Rum Cask,Highland Park,Bourbon,22,42.2,Kentucky,Rum,Cask Strength,75.49,False,2000,95.6,1,Excellent,Standard
Jameson 13 Bourbon Cask,Jameson,Rye,13,53.9,Canada,Bourbon,Cask Strength,151.77,True,2024,87.3,0,Medium,Exclusive
Jack Daniel's 28 Wine Cask,Jack Daniel's,Scotch,28,47.1,Islay,Wine,Single Cask,100.26,True,2001,97.7,2,Excellent,Premium
Highland Park 17 Rum Cask,Highland Park,Bourbon,17,55.7,Tennessee,Rum,Blended,208.75,False,1993,95.4,3,Excellent,Exclusive
Ardbeg 3 Rum Cask,Ardbeg,Irish,3,40.3,Dublin,Rum,Blended,132.63,False,2022,86.9,0,Medium,Exclusive
Ardbeg 10 Bourbon Cask,Ardbeg,Scotch,10,42.2,Lowlands,Bourbon,Blended,151.96,False,2014,90.0,1,High,Exclusive
Jack Daniel's 4 Rum Cask,Jack Daniel's,Bourbon,4,52.9,Tennessee,Rum,Cask Strength,355.8,False,1990,88.6,2,Medium,Luxury
Jack Daniel's 10 Bourbon Cask,Jack Daniel's,Irish,10,55.8,Dublin,Bourbon,Blended,449.16,False,2003,89.6,1,Medium,Luxury
Highland Park 17 Bourbon Cask,Highland Park,Rye,17,47.8,Canada,Bourbon,Cask Strength,190.3,False,2014,93.2,4,High,Exclusive
Buffalo Trace 50 Tequila Cask,Buffalo Trace,Bourbon,50,42.5,Unknown,Tequila,Cask Strength,387.28,False,2002,100.3,0,Excellent,Luxury
Jameson 22 Sherry Cask,Jameson,Scotch,22,57.4,Islay,Sherry,Cask Strength,488.23,False,1995,93.6,4,High,Luxury
Lagavulin 23 Bourbon Cask,Lagavulin,Bourbon,23,54.3,Kentucky,Bourbon,Blended,436.98,False,1990,96.8,2,Excellent,Luxury
Ardbeg NAS Sherry Cask,Ardbeg,Irish,0,46.9,Cork,Sherry,Single Cask,295.9,False,2017,88.2,3,Medium,Luxury
Highland Park 14 Port Cask,Highland Park,Irish,14,46.7,Dublin,Port,Cask Strength,287.79,True,2014,90.1,2,High,Luxury
Yamazaki 17 Port Cask,Yamazaki,Scotch,17,57.3,Islay,Port,Single Malt,289.74,False,1998,89.6,0,Medium,Luxury
Yamazaki NAS Bourbon Cask,Yamazaki,Rye,0,53.1,Canada,Bourbon,Blended,156.03,False,2019,84.6,1,Low,Exclusive
Jameson 22 Bourbon Cask,Jameson,Japanese,22,51.9,Hokkaido,Bourbon,Cask Strength,190.91,False,2003,94.0,0,High,Exclusive
Jameson NAS Wine Cask,Jameson,Rye,0,56.1,USA,Wine,Blended,227.48,False,2005,87.1,2,Medium,Exclusive
Lagavulin 17 Port Cask,Lagavulin,Scotch,17,41.0,Lowlands,Port,Single Cask,258.88,False,1997,89.7,1,Medium,Exclusive
Macallan 13 Rum Cask,Macallan,Bourbon,13,53.4,Kentucky,Rum,Cask Strength,464.72,False,1991,93.9,3,High,Luxury
Glenfiddich 5 Port Cask,Glenfiddich,Rye,5,57.5,USA,Port,Single Cask,45.28,False,2017,85.9,1,Medium,Basic
Macallan 7 Port Cask,Macallan,Japanese,7,44.2,Hokkaido,Port,Blended,340.29,False,1998,85.0,1,Medium,Luxury
Buffalo Trace 6 Port Cask,Buffalo Trace,Japanese,6,43.0,Hokkaido,Port,Single Malt,471.7,False,1993,87.7,3,Medium,Luxury
Ardbeg 5 Tequila Cask,Ardbeg,Scotch,5,40.0,Speyside,Tequila,Blended,206.1,False,1992,92.1,3,High,Exclusive
Highland Park 27 Tequila Cask,Highland Park,Irish,27,45.3,Dublin,Tequila,Single Cask,316.06,False,1993,96.6,1,Excellent,Luxury
Glenfiddich 30 Wine Cask,Glenfiddich,Irish,30,54.2,Cork,Wine,Cask Strength,109.15,True,2002,95.8,0,Excellent,Premium
Buffalo Trace 5 Sherry Cask,Buffalo Trace,Scotch,5,42.2,Speyside,Sherry,Single Malt,113.04,True,2017,85.5,0,Medium,Premium
Jameson 4 Tequila Cask,Jameson,Scotch,4,50.1,Highlands,Tequila,Single Malt,196.51,False,1994,89.1,1,Medium,Exclusive
Buffalo Trace 27 Rum Cask,Buffalo Trace,Rye,27,48.4,Canada,Rum,Cask Strength,134.18,False,2007,93.2,1,High,Exclusive
Jameson NAS Bourbon Cask,Jameson,Japanese,0,41.2,Honshu,Bourbon,Blended,51.87,False,2013,87.7,2,Medium,Standard
Glenfiddich NAS Port Cask,Glenfiddich,Scotch,0,47.2,Speyside,Port,Single Cask,399.27,False,2008,86.6,2,Medium,Luxury
Highland Park 6 Rum Cask,Highland Park,Bourbon,6,52.3,Tennessee,Rum,Cask Strength,375.39,True,2018,91.5,2,High,Luxury
Ardbeg 25 Port Cask,Ardbeg,Bourbon,25,43.7,Kentucky,Port,Cask Strength,501.39,False,2021,96.6,2,Excellent,Luxury
Balvenie 28 Wine Cask,Balvenie,Scotch,28,40.5,Highlands,Wine,Blended,509.62,False,2008,92.8,1,High,Luxury
Jack Daniel's NAS Bourbon Cask,Jack Daniel's,Bourbon,0,55.9,Tennessee,Bourbon,Blended,210.37,False,2021,89.6,2,Medium,Exclusive
Jack Daniel's 6 Port Cask,Jack Daniel's,Japanese,6,53.0,Hokkaido,Port,Single Cask,56.29,False,1992,90.4,1,High,Standard
Macallan 23 Wine Cask,Macallan,Bourbon,23,54.7,Kentucky,Wine,Single Malt,355.46,False,2024,95.8,2,Excellent,Luxury
Jameson 12 Port Cask,Jameson,Irish,12,53.4,Dublin,Port,Single Malt,444.44,False,1999,88.5,1,Medium,Luxury
Glenfiddich 22 Bourbon Cask,Glenfiddich,Rye,22,50.3,USA,Bourbon,Single Malt,227.42,False,2019,94.8,2,High,Exclusive
Lagavulin 24 Tequila Cask,Lagavulin,Bourbon,24,55.0,Kentucky,Tequila,Single Malt,321.31,False,2011,90.5,0,High,Luxury
Glenfiddich 28 Port Cask,Glenfiddich,Rye,28,57.4,Canada,Port,Cask Strength,80.26,False,1998,92.9,1,High,Standard
Macallan 18 Bourbon Cask,Macallan,Bourbon,18,46.7,Tennessee,Bourbon,Cask Strength,408.48,True,2006,93.1,0,High,Luxury
Ardbeg 25 Bourbon Cask,Ardbeg,Scotch,25,49.9,Highlands,Bourbon,Blended,231.71,False,2010,95.1,3,Excellent,Exclusive
Yamazaki 23 Tequila Cask,Yamazaki,Bourbon,23,58.0,Kentucky,Tequila,Single Cask,422.74,False,2020,91.6,2,High,Luxury
Yamazaki 9 Tequila Cask,Yamazaki,Rye,9,46.1,Canada,Tequila,Single Malt,270.38,False,1993,90.0,2,High,Exclusive
Jack Daniel's 30 Tequila Cask,Jack Daniel's,Scotch,30,59.2,Highlands,Tequila,Single Malt,496.84,True,2017,97.6,2,Excellent,Luxury
Balvenie NAS Port Cask,Balvenie,Bourbon,0,56.0,Kentucky,Port,Blended,202.34,False,1990,89.2,2,Medium,Exclusive
Glenfiddich 29 Port Cask,Glenfiddich,Rye,29,50.4,Canada,Port,Single Malt,340.63,False,1994,98.0,1,Excellent,Luxury
Highland Park 18 Port Cask,Highland Park,Rye,18,54.7,Canada,Port,Cask Strength,420.52,False,1992,89.5,0,Medium,Luxury
Jameson 50 Tequila Cask,Jameson,Japanese,50,56.6,Unknown,Tequila,Blended,518.18,False,2024,103.8,1,Excellent,Luxury
Balvenie 13 Bourbon Cask,Balvenie,Bourbon,13,57.4,Tennessee,Bourbon,Blended,347.37,False,2004,89.7,1,Medium,Luxury
Ardbeg 23 Tequila Cask,Ardbeg,Rye,23,58.4,Canada,Tequila,Cask Strength,291.82,False,2003,92.6,1,High,Luxury
Ardbeg 30 Sherry Cask,Ardbeg,Irish,30,52.1,Cork,Sherry,Cask Strength,380.26,True,1996,92.7,0,High,Luxury
Highland Park 29 Tequila Cask,Highland Park,Japanese,29,47.5,Hokkaido,Tequila,Cask Strength,30.61,True,2002,96.0,2,Excellent,Basic
Glenfiddich 7 Wine Cask,Glenfiddich,Scotch,7,51.4,Islay,Wine,Single Cask,108.86,False,2003,87.8,1,Medium,Premium
Jack Daniel's 12 Port Cask,Jack Daniel's,Japanese,12,57.4,Hokkaido,Port,Single Cask,240.95,False,2005,90.6,1,High,Exclusive
Jack Daniel's 23 Port Cask,Jack Daniel's,Bourbon,23,59.0,Kentucky,Port,Single Cask,74.48,False,2023,92.6,1,High,Standard
Ardbeg 18 Tequila Cask,Ardbeg,Irish,18,56.3,Cork,Tequila,Single Cask,205.91,False,2000,91.5,0,High,Exclusive
Lagavulin 12 Rum Cask,Lagavulin,Bourbon,12,42.6,Tennessee,Rum,Blended,409.98,False,2012,92.6,2,High,Luxury
Lagavulin 27 Wine Cask,Lagavulin,Irish,27,58.1,Dublin,Wine,Blended,375.83,False,2011,92.6,1,High,Luxury
Jameson 20 Tequila Cask,Jameson,Irish,20,58.2,Dublin,Tequila,Single Malt,104.78,True,2007,91.8,1,High,Premium
Macallan 30 Tequila Cask,Macallan,Scotch,30,53.0,Lowlands,Tequila,Cask Strength,308.41,False,2021,99.9,2,Excellent,Luxury
Glenfiddich 18 Port Cask,Glenfiddich,Bourbon,18,56.5,Tennessee,Port,Single Malt,341.99,False,1992,91.1,0,High,Luxury
Lagavulin 16 Rum Cask,Lagavulin,Bourbon,16,41.7,Kentucky,Rum,Cask Strength,273.43,False,1996,93.9,1,High,Exclusive
Balvenie NAS Wine Cask,Balvenie,Japanese,0,50.6,Honshu,Wine,Single Malt,395.46,True,1992,90.3,7,High,Luxury
Lagavulin 30 Bourbon Cask,Lagavulin,Japanese,30,44.0,Hokkaido,Bourbon,Cask Strength,196.54,False,2004,95.0,2,Excellent,Exclusive
Glenfiddich 3 Rum Cask,Glenfiddich,Japanese,3,56.5,Honshu,Rum,Single Cask,520.62,False,2006,86.2,1,Medium,Luxury
Jameson 24 Sherry Cask,Jameson,Irish,24,46.8,Dublin,Sherry,Single Malt,250.6,True,1990,92.2,1,High,Exclusive
Highland Park 19 Tequila Cask,Highland Park,Japanese,19,40.9,Hokkaido,Tequila,Single Cask,194.38,False,2018,91.0,0,High,Exclusive
Lagavulin 14 Bourbon Cask,Lagavulin,Irish,14,57.9,Cork,Bourbon,Single Malt,176.77,False,2001,88.8,0,Medium,Exclusive
Macallan 3 Wine Cask,Macallan,Bourbon,3,52.5,Kentucky,Wine,Single Malt,215.33,False,2024,91.8,4,High,Exclusive
Lagavulin 20 Sherry Cask,Lagavulin,Scotch,20,55.7,Speyside,Sherry,Cask Strength,409.17,False,2015,90.3,1,High,Luxury
Balvenie 30 Rum Cask,Balvenie,Japanese,30,53.4,Hokkaido,Rum,Single Malt,366.32,False,2008,95.5,1,Excellent,Luxury
Jameson 24 Port Cask,Jameson,Irish,24,44.7,Cork,Port,Cask Strength,210.75,False,2019,93.2,0,High,Exclusive
Yamazaki 30 Port Cask,Yamazaki,Japanese,30,54.1,Hokkaido,Port,Single Cask,472.28,False,2016,99.2,3,Excellent,Luxury
Jameson 11 Tequila Cask,Jameson,Rye,11,50.4,USA,Tequila,Blended,289.28,False,2010,90.9,3,High,Luxury
Balvenie 11 Wine Cask,Balvenie,Bourbon,11,40.3,Tennessee,Wine,Blended,407.45,False,2012,88.5,1,Medium,Luxury
Glenfiddich 18 Wine Cask,Glenfiddich,Japanese,18,54.4,Honshu,Wine,Blended,293.06,False,1998,93.0,1,High,Luxury
Jack Daniel's 6 Bourbon Cask,Jack Daniel's,Scotch,6,49.1,Islay,Bourbon,Single Cask,350.52,True,2017,85.4,1,Medium,Luxury
Yamazaki 23 Bourbon Cask,Yamazaki,Bourbon,23,53.8,Kentucky,Bourbon,Single Malt,150.73,False,2016,96.0,2,Excellent,Exclusive
Jack Daniel's 23 Bourbon Cask,Jack Daniel's,Scotch,23,56.5,Islay,Bourbon,Single Cask,537.75,False,2012,98.0,4,Excellent,Luxury
Jack Daniel's 22 Wine Cask,Jack Daniel's,Bourbon,22,48.2,Kentucky,Wine,Blended,330.17,True,1993,92.2,1,High,Luxury
Macallan 30 Port Cask,Macallan,Japanese,30,45.8,Honshu,Port,Single Cask,229.27,False,2015,95.0,3,Excellent,Exclusive
Ardbeg 27 Rum Cask,Ardbeg,Scotch,27,42.5,Highlands,Rum,Cask Strength,539.96,False,2013,95.5,1,Excellent,Luxury
Highland Park 20 Rum Cask,Highland Park,Japanese,20,58.9,Hokkaido,Rum,Single Cask,196.36,False,2024,94.1,2,High,Exclusive
Yamazaki 30 Tequila Cask,Yamazaki,Scotch,30,55.3,Highlands,Tequila,Blended,417.07,False,2017,94.4,1,High,Luxury
Glenfiddich 28 Sherry Cask,Glenfiddich,Bourbon,28,59.5,Kentucky,Sherry,Blended,73.68,False,2003,96.9,1,Excellent,Standard
Ardbeg 7 Tequila Cask,Ardbeg,Irish,7,58.6,Cork,Tequila,Cask Strength,394.16,False,2025,85.9,1,Medium,Luxury
Highland Park 50 Tequila Cask,Highland Park,Rye,50,45.9,Unknown,Tequila,Single Malt,410.39,False,2012,103.1,2,Excellent,Luxury
Ardbeg 18 Rum Cask,Ardbeg,Scotch,18,53.7,Highlands,Rum,Cask Strength,306.96,False,2014,93.0,2,High,Luxury
Macallan 27 Port Cask,Macallan,Scotch,27,47.8,Speyside,Port,Blended,479.03,False,2021,97.5,1,Excellent,Luxury
Highland Park 26 Rum Cask,Highland Park,Irish,26,52.8,Dublin,Rum,Blended,253.64,False,2019,96.1,2,Excellent,Exclusive
Yamazaki 7 Bourbon Cask,Yamazaki,Rye,7,49.7,Canada,Bourbon,Blended,397.91,False,2009,88.0,0,Medium,Luxury
Glenfiddich 4 Tequila Cask,Glenfiddich,Bourbon,4,47.9,Tennessee,Tequila,Blended,452.18,False,1994,86.7,1,Medium,Luxury
Macallan 50 Tequila Cask,Macallan,Bourbon,50,56.4,Unknown,Tequila,Blended,131.14,False,2011,102.6,0,Excellent,Exclusive
Jack Daniel's 6 Port Cask,Jack Daniel's,Japanese,6,52.9,Honshu,Port,Single Cask,381.99,False,1998,89.4,2,Medium,Luxury
Jameson 29 Wine Cask,Jameson,Irish,29,57.7,Cork,Wine,Single Malt,446.49,False,2024,98.7,5,Excellent,Luxury
Ardbeg 6 Rum Cask,Ardbeg,Bourbon,6,50.7,Tennessee,Rum,Blended,397.52,True,2013,89.7,3,Medium,Luxury
Highland Park 12 Port Cask,Highland Park,Rye,12,49.6,USA,Port,Blended,161.51,False,1995,87.7,1,Medium,Exclusive
Macallan 14 Sherry Cask,Macallan,Irish,14,46.4,Dublin,Sherry,Single Cask,191.08,False,1993,95.3,4,Excellent,Exclusive
Yamazaki 17 Port Cask,Yamazaki,Bourbon,17,50.3,Tennessee,Port,Single Malt,322.03,False,2018,89.6,0,Medium,Luxury
Balvenie 30 Port Cask,Balvenie,Rye,30,46.5,Canada,Port,Single Cask,306.82,False,2018,100.0,4,Excellent,Luxury
Macallan 16 Sherry Cask,Macallan,Japanese,16,40.2,Honshu,Sherry,Single Cask,312.07,True,1996,92.9,3,High,Luxury
Lagavulin NAS Bourbon Cask,Lagavulin,Irish,0,48.0,Dublin,Bourbon,Blended,350.77,True,1996,86.7,1,Medium,Luxury
Lagavulin 22 Port Cask,Lagavulin,Irish,22,59.9,Dublin,Port,Blended,484.47,False,2000,96.4,1,Excellent,Luxury
Balvenie 4 Wine Cask,Balvenie,Bourbon,4,51.7,Tennessee,Wine,Blended,461.47,False,2014,87.7,2,Medium,Luxury
Jack Daniel's 28 Sherry Cask,Jack Daniel's,Bourbon,28,51.6,Kentucky,Sherry,Single Malt,345.93,False,2011,94.8,2,High,Luxury
Yamazaki 29 Wine Cask,Yamazaki,Bourbon,29,53.9,Kentucky,Wine,Cask Strength,86.21,False,1990,94.8,1,High,Standard
Buffalo Trace 5 Sherry Cask,Buffalo Trace,Rye,5,43.5,USA,Sherry,Cask Strength,356.85,False,2016,88.9,2,Medium,Luxury
Lagavulin 21 Wine Cask,Lagavulin,Japanese,21,57.5,Honshu,Wine,Cask Strength,31.1,False,2001,91.6,0,High,Basic
Lagavulin NAS Tequila Cask,Lagavulin,Irish,0,58.7,Cork,Tequila,Single Malt,288.01,False,2025,85.8,1,Medium,Luxury
